week,gross,voids,cashed,taxable_rev,taxable_mobile_rev,taxable_retail_rev,priv_tax,admin_share,state_share,type,week1,total_table,vlt_played,vlt_won,vlt_revenue,tptsnba,gamesnba,tptsncaa,gamesncaa,tptsnfl,tydsnfl,gamesnfl,tgoalsnhl,gamesnhl,gamesmlb,trunsmlb
 1/12/2019,4860952.970000001,-138665.64,-4411529,310758.3300000002,21356.38,289401.95,31075.84,4661.38,26414.46,total,21561,1879836.62,84252134.58,75795574.7,7326728.299999991,10718,48,565,11,800,11802,18,283,47,0,
 1/12/2019,551181.0699999999,-2594.74,-502022.35,46563.97999999998,12822.83,33741.15,4656.4,698.46,3957.94,wheeling,21561,186404.6,16212548.69,14519380.96,1392939.149999999,10718,48,565,11,800,11802,18,283,47,0,
 1/12/2019,2673096.45,-94468.89999999999,-2355949.5,222678.0500000003,0,222678.05,22267.81,3340.17,18927.64,charlestown,21561,1165688.5,41701406.98,37588439.95,3677512.029999994,10718,48,565,11,800,11802,18,283,47,0,
 1/19/2019,751172.77,-15336,-634811.8,101024.97,78788.37,22236.6,10102.5,1515.38,8587.119999999999,mardigras,21568,348226.76,9280869.49,8427336.35,738663.1400000006,11948,54,60,1,167,2594,4,309,54,0,
 1/19/2019,2163799.9,-44622.3,-1871175.55,248002.05,0,248002.05,24800.21,3720.03,21080.18,charlestown,21568,1487345.5,39185941.77,35341548.51,3491542.260000005,11948,54,60,1,167,2594,4,309,54,0,
 1/19/2019,4167883.12,-75981.20000000001,-3572070.98,519830.9399999999,122956.08,396874.86,51983.10999999999,7797.47,44185.64,total,21568,2176383.17,78259994.86,70371407.59999999,6853151.430000003,11948,54,60,1,167,2594,4,309,54,0,
 1/19/2019,196924.25,-510,-122355.5,74058.75,0,74058.75,7405.88,1110.88,6295,greenbrier,21568,-82141.5,1535965.29,1444765.02,74780.27000000002,11948,54,60,1,167,2594,4,309,54,0,
 1/19/2019,525000.25,-10730.4,-477130.05,37139.79999999999,0,37139.8,3713.98,557.1,3156.88,mountaineer,21568,197261.75,12401943.54,10965590.93,1223620.609999999,11948,54,60,1,167,2594,4,309,54,0,
 1/19/2019,530985.95,-4782.5,-466598.08,59605.36999999994,44167.71,15437.66,5960.54,894.08,5066.46,wheeling,21568,143549.16,17391240.06,15636931.81,1399325.419999998,11948,54,60,1,167,2594,4,309,54,0,
 1/26/2019,3983320.44,-73280.05,-4202907.3,-292866.9100000001,6185.359999999999,-299052.27,-29286.7,-4393,-24893.7,total,21575,1794451.36,95016357.80000001,84939164.09999999,8885905.289999999,11415,50,0,0,103,1503,2,335,52,0,
 1/26/2019,2093635.43,-50822.8,-2154800,-111987.3700000001,0,-111987.37,-11198.74,-1679.81,-9518.93,charlestown,21575,1247640.25,52247696.35,46672582.24,5116422.109999999,11415,50,0,0,103,1503,2,335,52,0,
 1/26/2019,547300.39,-2559,-524861.35,19880.04000000004,17641.69,2238.35,1988,298.2,1689.8,wheeling,21575,123909.77,18068772.63,16111868.53,1608834.69,11415,50,0,0,103,1503,2,335,52,0,
 1/26/2019,151588.75,-60,-205698.25,-54169.5,0,-54169.5,-5416.95,-812.54,-4604.41,greenbrier,21575,185702.25,1628628.94,1567851.67,42207.27000000002,11415,50,0,0,103,1503,2,335,52,0,
 1/26/2019,433281.65,-11836.25,-537496.15,-116050.75,0,-116050.75,-11605.08,-1740.76,-9864.32,mountaineer,21575,182294.5,14990542.18,13378007.58,1342635.6,11415,50,0,0,103,1503,2,335,52,0,
 1/26/2019,757514.22,-8002,-780051.55,-30539.33000000007,-11456.33,-19083,-3053.93,-458.09,-2595.84,mardigras,21575,240606.84,9709346.640000001,8776705.75,818012.8900000006,11415,50,0,0,103,1503,2,335,52,0,
  2/2/2019,4622729.73,-93425.12,-3585238.94,944065.6700000003,81104.38,862961.29,94406.58,14160.99,80245.59,total,21582,1827885.28,90863412.55,81032489.63,8585827.739999998,10219,47,0,0,117,1482,2,132,20,0,
  2/2/2019,585158.42,-3078,-462844.15,119236.27,47500.37,71735.89999999999,11923.63,1788.54,10135.09,wheeling,21582,199745.76,19318123.42,17169752.49,1702360.750000004,10219,47,0,0,117,1482,2,132,20,0,
  2/2/2019,2345045.81,-55013.67,-1782933.19,507098.9500000002,0,507098.95,50709.9,7606.49,43103.41,charlestown,21582,1061397,44641853.73,39775611.45,4438502.279999994,10219,47,0,0,117,1482,2,132,20,0,
  2/2/2019,39627.75,-435,-32742.75,6450,0,6450,645,96.75,548.25,greenbrier,21582,40792,1133665.65,1023018.97,93221.67999999993,10219,47,0,0,117,1482,2,132,20,0,
  2/2/2019,955292.26,-19253,-840549.6,95489.66000000003,33604.01,61885.65,9548.969999999999,1432.35,8116.62,mardigras,21582,286341.02,10242756.68,9286784.869999999,841764.8100000005,10219,47,0,0,117,1482,2,132,20,0,
  2/2/2019,697605.49,-15645.45,-466169.25,215790.79,0,215790.79,21579.08,3236.86,18342.22,mountaineer,21582,280401.5,16660678.72,14800340.82,1603199.9,10219,47,0,0,117,1482,2,132,20,0,
  2/9/2019,161874,-550,-156811.5,4512.5,0,4512.5,451.25,67.69,383.56,greenbrier,21589,220480.5,1348556.18,1252502.71,67692.46999999997,11438,52,0,0,0,0,0,179,31,0,
  2/9/2019,1106504.4,-10726,-1193355.15,-97576.75,30768.14,-128344.89,-9757.67,-1463.65,-8294.02,mardigras,21589,331613.2,11511618.51,10384293.69,1008906.82,11438,52,0,0,0,0,0,179,31,0,
  2/9/2019,716695.48,-16865,-723846.5,-24016.02000000002,-5230.77,-18785.25000000002,-2401.61,-360.24,-2041.37,wheeling,21589,202390.98,22975058.93,20492459.85,2008350.069999998,11438,52,0,0,0,0,0,179,31,0,
  2/9/2019,529662.47,-17358.1,-576353.65,-64049.28000000003,0,-64049.28,-6404.93,-960.74,-5444.19,mountaineer,21589,276051.75,19839573.12,17676096.37,1814078.75,11438,52,0,0,0,0,0,179,31,0,
  2/9/2019,4731512.99,-94134.2,-5367534.449999999,-730155.6599999999,25537.37,-755693.03,-73015.57000000001,-10952.33,-62063.24000000001,total,21589,2098951.18,108045182.24,96389839.11,10064722.12,11438,52,0,0,0,0,0,179,31,0,
  2/9/2019,2216776.64,-48635.1,-2717167.65,-549026.1099999999,0,-549026.11,-54902.61,-8235.389999999999,-46667.22,charlestown,21589,1288895.25,53718931.68,47836989.2,5233386.479999997,11438,52,0,0,0,0,0,179,31,0,
 2/16/2019,188857.15,-282,-189599.5,-1024.350000000006,0,-1024.35,-102.44,-15.37,-87.06999999999999,greenbrier,21596,310322,1571769.86,1505150.46,53312.40000000014,10634,47,0,0,16,667,1,309,50,0,
 2/16/2019,363396.3,-5093.25,-388937.9,-30634.85000000003,0,-30634.85,-3063.49,-459.52,-2603.97,mountaineer,21596,288844.5,19210049.36,16984883.03,1934511.329999998,10634,47,0,0,16,667,1,309,50,0,
 2/16/2019,3948434.48,-53753.92,-3958767.55,-64086.99000000019,73298.14999999999,-137385.14,-6408.719999999999,-961.3000000000001,-5447.42,total,21596,1846371.85,102775864.15,91507011.70000002,9961886.839999994,10634,47,0,0,16,667,1,309,50,0,
 2/16/2019,610061.27,-3362,-568268.05,38431.21999999997,36934.57,1496.65,3843.12,576.47,3266.65,wheeling,21596,170814.83,21794064.7,19551048.01,1810577.079999998,10634,47,0,0,16,667,1,309,50,0,
 2/16/2019,1916162.42,-36794.67,-1996578.6,-117210.8500000001,0,-117210.85,-11721.09,-1758.16,-9962.93,charlestown,21596,1102214.5,50213908.1,44543864.52,5207551.579999998,10634,47,0,0,16,667,1,309,50,0,
 2/16/2019,869957.34,-8222,-815383.5,46351.83999999997,36363.58,9988.26,4635.18,695.28,3939.9,mardigras,21596,284498.02,11557841.99,10427216.14,1009246.85,10634,47,0,0,16,667,1,309,50,0,
 2/23/2019,130506,0,-152405.5,-21899.5,0,-21899.5,-2189.95,-328.49,-1861.46,greenbrier,21603,74368,1857068.11,1727114.79,85507.32000000007,7505,33,0,0,0,0,0,305,52,0,
 2/23/2019,764269.1,-16803,-709660.25,37805.84999999998,0,37805.85,3780.59,567.09,3213.5,mountaineer,21603,318775.25,22000672.06,19590414.22,1987501.84,7505,33,0,0,0,0,0,305,52,0,
 2/23/2019,611731.35,-2426,-574311.7,34993.65000000002,28409.25,6584.4,3499.36,524.9,2974.46,wheeling,21603,187451.42,23761813.98,21155347.87,2120299.409999999,7505,33,0,0,0,0,0,305,52,0,
 2/23/2019,4132014.44,-54404.25,-3856156.55,221453.6400000001,75005.17,146448.47,22145.37,3321.8,18823.57,total,21603,1534927.75,111831739.21,99954441.2,10370289.31,7505,33,0,0,0,0,0,305,52,0,
 2/23/2019,1545727.15,-22882.25,-1430746.65,92098.25,0,92098.25,9209.83,1381.47,7828.36,charlestown,21603,747511.5,54723664.99,49001652.25,5246078.740000002,7505,33,0,0,0,0,0,305,52,0,
 2/23/2019,1079780.84,-12293,-989032.45,78455.39000000013,46595.92,31859.47,7845.54,1176.83,6668.71,mardigras,21603,281189.58,11345588.18,10207026.86,1016409.32,7505,33,0,0,0,0,0,305,52,0,
  3/2/2019,46343.5,-226,-31814.25,14303.25,0,14303.25,1430.33,214.55,1215.78,greenbrier,21610,175160,1157981.48,1052730.82,91790.65999999992,6238,27,0,0,0,0,0,308,52,0,
  3/2/2019,606453.83,-2175,-494557.35,109721.48,70362.47,39359.01,10972.15,1645.82,9326.33,wheeling,21610,271731.5,24860493.03,22264463.2,2159585.160000002,6238,27,0,0,0,0,0,308,52,0,
  3/2/2019,487651.75,-10918,-375092.6,101641.15,0,101641.15,10164.12,1524.62,8639.5,mountaineer,21610,210088,21248768.68,18877895.49,2049113.190000001,6238,27,0,0,0,0,0,308,52,0,
  3/2/2019,1714411.05,-24012,-1323345.95,367053.1000000001,0,367053.1,36705.31,5505.8,31199.51,charlestown,21610,1165140.5,55552601.22,49718626.47,5352034.75,6238,27,0,0,0,0,0,308,52,0,
  3/2/2019,942774.99,-5132,-786483.4,151159.59,70359.28999999999,80800.3,15115.96,2267.39,12848.57,mardigras,21610,279320.46,13215136.54,12172586.58,922389.959999999,6238,27,0,0,0,0,0,308,52,0,
  3/2/2019,3797635.12,-42463,-3011293.55,743878.5700000001,140721.76,603156.8100000001,74387.87,11158.18,63229.69,total,21610,1926280.46,114876999.47,103033571.74,10483123.06,6238,27,0,0,0,0,0,308,52,0,
  3/9/2019,3129810.68,-46837.7,-2831467.7,251505.2799999998,44558.59,206946.69,25150.52,3772.58,21377.94,total,21617,1998472.92,103796008.22,93013143.75,9511505.359999996,11381,50,0,0,0,0,0,324,53,0,
  3/9/2019,43715.5,-10,-47054.75,-3349.25,0,-3349.25,-334.93,-50.24,-284.69,greenbrier,21617,-149012.5,1051405.63,955418.45,82807.17999999993,11381,50,0,0,0,0,0,324,53,0,
  3/9/2019,585561.15,-11299.15,-585644.2,-11382.19999999995,0,-11382.2,-1138.22,-170.73,-967.49,mountaineer,21617,358263.75,20020457.06,17712833.02,1992723.039999999,11381,50,0,0,0,0,0,324,53,0,
  3/9/2019,1800502.39,-32966.55,-1528108.6,239427.2399999998,0,239427.24,23942.72,3591.41,20351.31,charlestown,21617,1155583.5,50178722.79,45148295.09,4612532.699999996,11381,50,0,0,0,0,0,324,53,0,
  3/9/2019,284029.19,-1384,-255637.7,27007.48999999999,34318.84,-7311.35,2700.75,405.11,2295.64,wheeling,21617,102069.31,21233402.61,18973845.11,1894568.39,11381,50,0,0,0,0,0,324,53,0,
  3/9/2019,416002.45,-1178,-415022.45,-198,10239.75,-10437.75,-19.8,-2.97,-16.83,mardigras,21617,382556.36,12363425.76,11178170.53,1011681.23,11381,50,0,0,0,0,0,324,53,0,
 3/16/2019,709716.2,-17091.5,-747348.2,-54723.5,0,-54723.5,-5472.35,-820.85,-4651.5,mountaineer,21624,302031.25,19169148.02,16978166.4,1909493.620000001,10699,48,0,0,0,0,0,287,51,0,
 3/16/2019,2858410.27,-70218.06,-2565896.45,222295.7600000001,0,222295.76,22229.58,3334.44,18895.14,total,21624,1970031.05,111573604.94,99490985.81999999,10617932.73,10699,48,0,0,0,0,0,287,51,0,
 3/16/2019,0,0,-7524.7,-7524.7,0,-7524.7,-752.47,-112.87,-639.6,mardigras,21624,386578.78,12906187.69,11763020.9,975790.7899999991,10699,48,0,0,0,0,0,287,51,0,
 3/16/2019,2088408.57,-52346.56,-1770943.2,265118.8100000001,0,265118.81,26511.88,3976.78,22535.1,charlestown,21624,1098574.75,55072480.01,48949169.04,5592531.969999999,10699,48,0,0,0,0,0,287,51,0,
 3/16/2019,0,0,-9095.6,-9095.6,0,-9095.6,-909.5599999999999,-136.43,-773.13,wheeling,21624,182846.27,24425789.22,21800629.48,2140116.349999998,10699,48,0,0,0,0,0,287,51,0,
 3/16/2019,60285.5,-780,-30984.75,28520.75,0,28520.75,2852.08,427.81,2424.27,greenbrier,21624,190185.5,1391213.88,1241231.06,107592.8199999998,10699,48,0,0,0,0,0,287,51,0,
 3/23/2019,4418970.91,-91089.84,-3554776.59,773104.4799999993,0,773104.48,77310.43999999999,11596.55,65713.88999999998,total,21631,2305398.67,113836485.79,101945148.37,10538745.74000001,10974,50,0,0,0,0,0,302,51,0,
 3/23/2019,1122385.05,-23195.6,-814204.05,284985.3999999999,0,284985.4,28498.54,4274.78,24223.76,mountaineer,21631,486317.25,22876252.24,20428169.04,2095705.199999999,10974,50,0,0,0,0,0,302,51,0,
 3/23/2019,0,0,-5462.45,-5462.45,0,-5462.45,-546.25,-81.94,-464.31,wheeling,21631,161321.99,23420078.84,21065808.29,1954541.870000001,10974,50,0,0,0,0,0,302,51,0,
 3/23/2019,3020088.11,-66074.24000000001,-2508388.24,445625.6299999994,0,445625.63,44562.56,6684.38,37878.18,charlestown,21631,1286025.25,55723004.56,49795975.05,5484184.510000005,10974,50,0,0,0,0,0,302,51,0,
 3/23/2019,0,0,-17483.1,-17483.1,0,-17483.1,-1748.31,-262.25,-1486.06,mardigras,21631,371734.18,11817150.15,10655195.99,1004314.16,10974,50,0,0,0,0,0,302,51,0,
 3/23/2019,276497.75,-1820,-209238.75,65439,0,65439,6543.9,981.58,5562.32,greenbrier,21631,93571,2090068.86,1948257.49,116536.3700000001,10974,50,0,0,0,0,0,302,51,0,
 3/30/2019,389118.25,-3475,-349395,36248.25,0,36248.25,3624.83,543.72,3081.11,greenbrier,21638,52700,1533289.52,1402254.74,103724.78,11858,53,0,0,0,0,0,303,53,2,0
 3/30/2019,3443807.18,-67493.7,-3025698.85,350614.6300000002,0,350614.63,35061.46,5259.22,29802.24,total,21638,1734725.4,108173017.86,96793350.61,10053372.59,11858,53,0,0,0,0,0,303,53,2,0
 3/30/2019,669984.1,-16201.3,-657148.35,-3365.550000000047,0,-3365.55,-336.56,-50.48,-286.08,mountaineer,21638,438741.25,20042512.5,17758979.65,1982492.850000002,11858,53,0,0,0,0,0,303,53,2,0
 3/30/2019,0,0,-472.75,-472.75,0,-472.75,-47.28,-7.09,-40.19,wheeling,21638,221554.43,22743546.56,20337522.78,2003498.119999998,11858,53,0,0,0,0,0,303,53,2,0
 3/30/2019,0,0,-6183.8,-6183.8,0,-6183.8,-618.38,-92.76000000000001,-525.62,mardigras,21638,331316.22,12157143.99,11035775.06,965825.9299999997,11858,53,0,0,0,0,0,303,53,2,0
 3/30/2019,2384704.83,-47817.4,-2012498.95,324388.4800000002,0,324388.48,32438.85,4865.83,27573.02,charlestown,21638,743113.5,53229814.81,47661073.12,5101555.690000005,11858,53,0,0,0,0,0,303,53,2,0
  4/6/2019,572816.85,-15525.75,-497507.9,59783.19999999995,0,59783.2,5978.32,896.75,5081.57,mountaineer,21645,221106.75,20612287.62,18404761.95,1862438.670000002,11216,50,0,0,0,0,0,299,51,38,0
  4/6/2019,2385379.21,-68355.31,-2123294.75,193729.1499999999,0,193729.15,19372.91,2905.95,16466.96,total,21645,1694451.5,113364165.25,101585538.1,10363518.92,11216,50,0,0,0,0,0,299,51,38,0
  4/6/2019,91175.5,-166,-105969.5,-14960,0,-14960,-1496,-224.4,-1271.6,greenbrier,21645,90886,1403024.44,1253264.69,136189.75,11216,50,0,0,0,0,0,299,51,38,0
  4/6/2019,0,0,-1648.85,-1648.85,0,-1648.85,-164.89,-24.73,-140.16,mardigras,21645,245808.35,12660376,11501506.9,1026838.1,11216,50,0,0,0,0,0,299,51,38,0
  4/6/2019,1721386.86,-52663.56,-1517257.6,151465.7,0,151465.7,15146.57,2271.99,12874.58,charlestown,21645,1088518.75,57163072.12,51049266.56,5590134.559999995,11216,50,0,0,0,0,0,299,51,38,0
  4/6/2019,0,0,-910.9,-910.9,0,-910.9,-91.09,-13.66,-77.43000000000001,wheeling,21645,139017.65,22928429.51,20630002.69,1884107.59,11216,50,0,0,0,0,0,299,51,38,0
 4/13/2019,0,0,-30579.4,-30579.4,-11102.5,-19476.9,-3057.94,-458.69,-2599.25,wheeling,21652,190579.53,21919480.81,19572873.87,1882693.509999998,11297,50,0,0,0,0,0,335,57,89,0
 4/13/2019,2683560.5,-67620.8,-2432327.05,183612.6500000001,-26736.7,210349.35,18361.26,2754.18,15607.08,total,21652,1922689.8,103912499.75,92814598.19,9640828.129999999,11297,50,0,0,0,0,0,335,57,89,0
 4/13/2019,0,0,-15903.2,-15903.2,-15634.2,-269,-1590.32,-238.55,-1351.77,mardigras,21652,272083.02,11868307.99,10839131.4,905816.5899999999,11297,50,0,0,0,0,0,335,57,89,0
 4/13/2019,2138282.45,-52347.5,-1880345.35,205589.6000000001,0,205589.6,20558.96,3083.84,17475.12,charlestown,21652,1252855.75,51750372.46,46029149.62,5159307.840000004,11297,50,0,0,0,0,0,335,57,89,0
 4/13/2019,98606.75,-2325,-68626.75,27655,0,27655,2765.5,414.82,2350.68,greenbrier,21652,67643.5,854059.09,727838.63,99425.45999999996,11297,50,0,0,0,0,0,335,57,89,0
 4/13/2019,446671.3,-12948.3,-436872.35,-3149.349999999977,0,-3149.35,-314.94,-47.24,-267.7,mountaineer,21652,207171.5,18374338.49,16373443.3,1693010.189999998,11297,50,0,0,0,0,0,335,57,89,0
 4/20/2019,2071720.08,-50137.9,-1831740.7,189841.4800000002,0,189841.48,18984.15,2847.62,16136.53,charlestown,21659,1606860,52454450.51,46855056.73,5030086.780000001,8997,40,0,0,0,0,0,89,16,92,0
 4/20/2019,528754.95,-7591,-450059.5,71104.44999999995,0,71104.45,7110.45,1066.57,6043.88,mountaineer,21659,364616,19050847.61,17006228.65,1751851.960000001,8997,40,0,0,0,0,0,89,16,92,0
 4/20/2019,0,0,-15743.45,-15743.45,-8468.450000000001,-7275,-1574.35,-236.15,-1338.2,wheeling,21659,174216.99,21352594.86,19056010.09,1902218.46,8997,40,0,0,0,0,0,89,16,92,0
 4/20/2019,0,0,-28887.3,-28887.3,-27660.6,-1226.7,-2888.73,-433.31,-2455.42,mardigras,21659,264464.28,12755564.19,11666994.19,959963,8997,40,0,0,0,0,0,89,16,92,0
 4/20/2019,2658479.78,-58198.9,-2392752.7,207528.1800000002,-36129.05,243657.23,20752.82,3112.93,17639.89,total,21659,2410157.27,105613457.17,94584289.66,9644120.200000001,8997,40,0,0,0,0,0,89,16,92,0
 4/20/2019,58004.75,-470,-66321.75,-8787,0,-8787,-878.7,-131.8,-746.9,greenbrier,21659,21772.5,2195226.44,1987778.55,143980.8899999999,8997,40,0,0,0,0,0,89,16,92,0
 4/27/2019,0,0,-372,-372,0,-372,-37.2,-5.58,-31.62,mardigras,21666,296706.85,12727498.83,11616269.09,1010946.74,4754,22,0,0,0,0,0,136,23,94,0
 4/27/2019,0,0,-350.85,-350.85,0,-350.85,-35.09,-5.26,-29.83,wheeling,21666,-66851.12999999999,23644320.84,21155405.56,1988605.630000001,4754,22,0,0,0,0,0,136,23,94,0
 4/27/2019,1945470.33,-40902.7,-1911480.8,-6913.169999999925,0,-6913.17,-691.3200000000001,-103.7,-587.62,charlestown,21666,1095602,51563216.77,45911785.12,5158470.650000006,4754,22,0,0,0,0,0,136,23,94,0
 4/27/2019,34906.5,-125,-31388.25,3393.25,0,3393.25,339.33,50.9,288.43,greenbrier,21666,86594,1194291.31,1104863.04,59313.27000000002,4754,22,0,0,0,0,0,136,23,94,0
 4/27/2019,2607302.28,-49942.7,-2587349,-29989.41999999995,0,-29989.42,-2998.95,-449.84,-2549.11,total,21666,1657789.97,107296949.8,95855184.5,10040723.65000001,4754,22,0,0,0,0,0,136,23,94,0
 4/27/2019,626925.45,-8915,-643757.1,-25746.65000000002,0,-25746.65,-2574.67,-386.2,-2188.47,mountaineer,21666,332332.25,19361913.36,17171724.73,1882700.629999999,4754,22,0,0,0,0,0,136,23,94,0
  5/4/2019,0,0,-332.55,-332.55,0,-332.55,-33.26,-4.99,-28.27,wheeling,21673,156145.03,22258226.38,19902733.53,1949565.589999998,3412,16,0,0,0,0,0,70,13,93,0
  5/4/2019,1620385.92,-30569.35,-1344225.11,245591.4599999997,0,245591.46,24559.15,3683.87,20875.28,charlestown,21673,1283267.5,55342561.57,49382172.94,5418327.630000003,3412,16,0,0,0,0,0,70,13,93,0
  5/4/2019,32801.5,0,-28291.25,4510.25,0,4510.25,451.03,67.65000000000001,383.38,greenbrier,21673,291919.5,1605941.25,1452443.92,135062.3300000001,3412,16,0,0,0,0,0,70,13,93,0
  5/4/2019,2296202.32,-38167.35,-1856748.41,401286.5599999998,0,401286.5600000001,40128.66,6019.299999999999,34109.35999999999,total,21673,2049638.52,112114817.07,100234528.68,10436130.13,3412,16,0,0,0,0,0,70,13,93,0
  5/4/2019,643014.9,-7598,-483463.95,151952.95,0,151952.95,15195.3,2279.3,12916,mountaineer,21673,283022.25,21481444.23,19127986.68,1988914.550000001,3412,16,0,0,0,0,0,70,13,93,0
  5/4/2019,0,0,-435.55,-435.55,0,-435.55,-43.56,-6.53,-37.03,mardigras,21673,327203.74,13032584.89,11821635.53,1079322.360000001,3412,16,0,0,0,0,0,70,13,93,0
 5/11/2019,536437.16,-7373.06,-568046.2,-38982.09999999998,0,-38982.1,-3898.21,-584.73,-3313.48,mountaineer,21680,383364.75,19803417.83,17633327.09,1789627.739999998,2433,11,0,0,0,0,0,67,13,91,0
 5/11/2019,0,0,0,0,0,0,0,0,0,mardigras,21680,432030.08,12428420.9,11317021.96,999264.9399999995,2433,11,0,0,0,0,0,67,13,91,0
 5/11/2019,2210385.39,-30719.51,-2190473.8,-10807.92,0,-10807.92,-1080.79,-162.11,-918.6800000000001,total,21680,2296624.31,106870389.36,95683413.11,9763872.690000001,2433,11,0,0,0,0,0,67,13,91,0
 5/11/2019,42301.5,-1021.5,-37897,3383,0,3383,338.3,50.75,287.55,greenbrier,21680,135867.5,967350.92,854835.4399999999,91090.4800000001,2433,11,0,0,0,0,0,67,13,91,0
 5/11/2019,0,0,-261.8,-261.8,0,-261.8,-26.18,-3.93,-22.25,wheeling,21680,165821.23,21632496.82,19331744.06,1884925.200000002,2433,11,0,0,0,0,0,67,13,91,0
 5/11/2019,1631646.73,-22324.95,-1584268.8,25052.97999999998,0,25052.98,2505.3,375.8,2129.5,charlestown,21680,1315408.25,53006053.81,47401320,5090054.810000002,2433,11,0,0,0,0,0,67,13,91,0
 5/18/2019,30314.25,-255,-20157.5,9901.75,0,9901.75,990.18,148.53,841.65,greenbrier,21687,216854.5,888346.05,850937.48,14693.57000000007,2376,11,0,0,0,0,0,39,7,97,0
 5/18/2019,0,0,-90,-90,0,-90,-9,-1.35,-7.65,mardigras,21687,373173.99,12659612.03,11497516.37,1044671.66,2376,11,0,0,0,0,0,39,7,97,0
 5/18/2019,525156.67,-9235.620000000001,-492070,23851.05000000005,0,23851.05,2385.11,357.77,2027.34,mountaineer,21687,252368,20025476.21,17864060.89,1823745.32,2376,11,0,0,0,0,0,39,7,97,0
 5/18/2019,1621498.4,-34775.5,-1463399.75,123323.1499999999,0,123323.15,12332.32,1849.85,10482.47,charlestown,21687,1269395,56310737.11,50376993.35,5297956.759999998,2376,11,0,0,0,0,0,39,7,97,0
 5/18/2019,0,0,0,0,0,0,0,0,0,wheeling,21687,97894.79000000001,22402152.85,20100688.06,1823273.760000003,2376,11,0,0,0,0,0,39,7,97,0
 5/18/2019,2176969.32,-44266.12,-1975717.25,156985.95,0,156985.95,15698.61,2354.8,13343.81,total,21687,1992831.78,111397978.2,99839258.67,9989647.5,2376,11,0,0,0,0,0,39,7,97,0
